iter	Logloss
0	0.3679061089
1	0.2032454002
2	0.1096714398
3	0.06267699943
4	0.03679868277
5	0.02273634931
6	0.01563863093
7	0.01145890706
8	0.008802358363
9	0.00701794138
10	0.005851386136
11	0.00504702179
12	0.004495956444
13	0.00410484511
14	0.003801448223
15	0.00356544647
16	0.003392829463
17	0.00324837984
18	0.003138243863
19	0.003052466766
20	0.002978745529
21	0.002933634959
22	0.002877221023
23	0.002812425013
24	0.002742703983
25	0.002707997142
26	0.002687060737
27	0.002663935815
28	0.002648438804
29	0.002627905382
30	0.002598688065
31	0.002571042209
32	0.002554246751
33	0.002510573417
34	0.00247725721
35	0.002461320401
36	0.002419797174
37	0.002381742813
38	0.002369539499
39	0.002340864888
40	0.002311080471
41	0.002287046696
42	0.002278053446
43	0.002257777489
44	0.002241363773
45	0.002228415466
46	0.002220183375
47	0.002210850119
48	0.002203949296
49	0.002196793776
50	0.002187642407
51	0.002180775232
52	0.002157125506
53	0.002143335021
54	0.002130391568
55	0.002120895868
56	0.002115812178
57	0.002106635678
58	0.00208800581
59	0.002082398949
60	0.002069445032
61	0.002053986036
62	0.002044776889
63	0.002030833311
64	0.002025009434
65	0.002015610056
66	0.002005865688
67	0.001998680492
68	0.001985706032
69	0.001957873118
70	0.001949699954
71	0.001942042499
72	0.00193099425
73	0.001912009472
74	0.00189987452
75	0.001878387929
76	0.001871708059
77	0.001861783117
78	0.001853256991
79	0.00183895104
80	0.001831620629
81	0.001817026112
82	0.001808428842
83	0.001798005643
84	0.001788488657
85	0.001778527685
86	0.001773976007
87	0.001767448387
88	0.001762190197
89	0.001753507441
90	0.001745084149
91	0.001737654125
92	0.001729851967
93	0.001720337286
94	0.001714483609
95	0.00170346869
96	0.001698191072
97	0.001689644035
98	0.001674145878
99	0.001668496031
100	0.001660786417
101	0.001651043693
102	0.001645094227
103	0.001635257494
104	0.001631893226
105	0.001625081017
106	0.001621127542
107	0.001612011883
108	0.001605835452
109	0.001601222096
110	0.001596988795
111	0.001593287791
112	0.00158952158
113	0.001583124296
114	0.001574079706
115	0.001570710032
116	0.001567209151
117	0.001564383208
118	0.001561400236
119	0.001556437382
120	0.001550685996
121	0.001538435317
122	0.00153052381
123	0.001526289692
124	0.0015214943
125	0.001510614386
126	0.001504824326
127	0.001496422464
128	0.001487941638
129	0.001483141795
130	0.001474401197
131	0.001467688054
132	0.001460104703
133	0.001457468672
134	0.001451993475
135	0.00144937628
136	0.001440769067
137	0.001438388324
138	0.001436383653
139	0.001426835629
140	0.00142407722
141	0.001420960429
142	0.001418683924
143	0.001413441116
144	0.001410153542
145	0.001403139656
146	0.001396769944
147	0.001395321794
148	0.001393259978
149	0.001390848668
150	0.001380196792
151	0.001378830335
152	0.001369420627
153	0.001364372523
154	0.001361918737
155	0.001358101276
156	0.001356007163
157	0.001353075878
158	0.00135185442
159	0.001344477342
160	0.00134144028
161	0.001335480957
162	0.001334347603
163	0.001329667325
164	0.001327660011
165	0.001325548883
166	0.001322340878
167	0.001319884905
168	0.001316258101
169	0.00131472162
170	0.001308987849
171	0.001303364682
172	0.001299513257
173	0.001295478361
174	0.001294153368
175	0.001284082315
176	0.00128062236
177	0.001278750479
178	0.001277027661
179	0.001275256468
180	0.001271651474
181	0.001268569713
182	0.001263876571
183	0.001262845002
184	0.001260812848
185	0.001248742429
186	0.00124718395
187	0.001246115295
188	0.001241926912
189	0.001240242319
190	0.001235357762
191	0.001228188029
192	0.001226517207
193	0.001223675799
194	0.001222205426
195	0.001220865689
196	0.001217197989
197	0.001215545227
198	0.001208833847
199	0.001205540621
200	0.001204134972
201	0.001200301583
202	0.001198821106
203	0.001194889212
204	0.001193620754
205	0.001185642817
206	0.001183133928
207	0.001181681662
208	0.001180460279
209	0.001177035509
210	0.001171259151
211	0.001169902972
212	0.001169206444
213	0.001163598948
214	0.001155760299
215	0.001150088848
216	0.00114794229
217	0.001146871309
218	0.001143768344
219	0.001140828507
220	0.001137978993
