iter	Logloss
0	0.3679061922
1	0.2032452042
2	0.109671419
3	0.06267695412
4	0.03679868308
5	0.02273633155
6	0.01563862573
7	0.01145890431
8	0.008802354766
9	0.00701793939
10	0.00585138606
11	0.005047021292
12	0.004495955717
13	0.004104843771
14	0.003801447649
15	0.003565446049
16	0.003392828736
17	0.003248379151
18	0.003138243557
19	0.003052466747
20	0.002978745223
21	0.002933635114
22	0.00287722043
23	0.002812424439
24	0.002742703734
25	0.002707997142
26	0.002687060699
27	0.002663935299
28	0.002648438421
29	0.002627904789
30	0.002598687338
31	0.002571041712
32	0.00255424656
33	0.002510572785
34	0.002477256847
35	0.002461320248
36	0.002419796906
37	0.00238174243
38	0.002369539136
39	0.002340864467
40	0.00231108005
41	0.002287046581
42	0.002278053274
43	0.002257777048
44	0.002241363486
45	0.002228415312
46	0.002220183413
47	0.002210850082
48	0.002203948837
49	0.002196793413
50	0.002187642158
51	0.002180774734
52	0.002157125372
53	0.002143334734
54	0.002130391319
55	0.0021208956
56	0.002115811929
57	0.002106635276
58	0.00208800537
59	0.002082398987
60	0.002069444745
61	0.002053985634
62	0.002044776449
63	0.002030832986
64	0.002025008994
65	0.002015609482
66	0.002005865573
67	0.001998680281
68	0.001985705917
69	0.001957872955
70	0.00194969958
71	0.001942042221
72	0.001930994183
73	0.00191200953
74	0.001899874281
75	0.001878387747
76	0.0018717078
77	0.001861782907
78	0.001853256952
79	0.001838950753
80	0.001831620304
81	0.001817025978
82	0.001808428737
83	0.0017980055
84	0.001788488533
85	0.001778527542
86	0.001773975864
87	0.001767448024
88	0.001762190226
89	0.001753507297
90	0.001745083852
91	0.00173765401
92	0.001729851718
93	0.00172033719
94	0.001714483227
95	0.001703468346
96	0.001698190756
97	0.00168964391
98	0.001674145658
99	0.00166849582
100	0.00166078636
101	0.001651043377
102	0.00164509415
103	0.001635257284
104	0.001631893082
105	0.001625080739
106	0.001621127179
107	0.001612011816
108	0.001605835289
109	0.001601222029
110	0.001596988622
